Created,Title,Content
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"But my soul spoke to me and said, If you come to a friend, do you come to take? I knew that this should not be so, but it seems to me that I am poor and empty. I would like to sit down near you and at least feel the breath of your animating presence"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"Hell is when you know that everything serious that you have planned with yourself is also laughable, that everything fine is also brutal, that everything good is also bad, that everything high is also low, and that everything pleasant is also shameful"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"Formation, transformation the eternal minds eternal recreation. Covered in images of all creatures, they do not see you, since they only see shades. Then hold your heart, since the danger is great, and go straight to that tripod, touch it with the key!"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"And there is nothing sweeter than forgetting oneself. And not a few have forgotten what they are. But even more have taken root so firmly that not even the rosy wave is able to uproot them. They are petrified and too heavy, while the others are too light"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"E: By her love shall you know her. I: But how did she love him? Do you call that love? E: What else was it? I: I am horrified. Who wouldnt be horrified if Salome loved him? E: Are you cowardly? Consider this, I and my daughter have been one since eternity"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"In most cases the mind evidently drops out of the irrelevant stuff automatically and delivers the end product, whereas you bring along the whole business, matrix process and product. Naturally it is frightfully more difficult to handle. Then my hour was up"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"Answering this demand and the corresponding break with conformity led to a tragic guilt that required expiation and called for a new collective function, because the individual had to produce values that could serve as a substitute for his absence from society"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"new religion expresses itself only in the transformation of human relations. Relations do not let themselves be replaced by the deepest knowledge. Moreover a religion does not consist only in knowledge, but at its visible level in a new ordering of human affairs"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"The more uncommon these highest truths are, the more inhuman must they be and the less they speak to you as something valuable or meaningful concerning human essence and being. Only what is human and what you call banal and hackneyed 7/8 contains the wisdom that"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"me. If I look across from forethinking to pleasure, I first see the deterrent poisonous serpent. If I feel from pleasure across to forethinking, likewise I feel first the cold cruel serpent.172 The serpent is the earthly essence of man of which he is not conscious"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"Incapacity will overcome us and demand its share of life. Our ability will desert us, and we will believe, in the sense of the spirit of this time, that it is a loss. Yet it is no loss but a gain, not for outer trappings, however, but for inner capability. The one who"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"I thought that Salome loves me because I resemble John or you. This thought seemed unbelievable to me. Thats why I rejected it and thought that she loves me because I am really quite opposite to you, that she loves her badness in my badness. This thought was devastating"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"Without the depths, I do not have the heights. I may be on the heights, but precisely because of that I do not become aware of the heights. I therefore need the bottommost for my renewal. If I am always on the heights, I wear them out and the best becomes atrocious to me"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"extreme end of a spectrum. Two years later, he argued that If we feel our way into the human secrets of the sick person, the madness also reveals its system, and we recognize in the mental illness merely an exceptional reaction to emotional problems which are not strange to"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"Frightful things must happen until men grow ripe. But anything else will not ripen humanity. Hence all this that takes place in these days must also be, so that the renewal can come. Since the source of blood that follows the shrouding of the sun is also the source of the new"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"I have certainly participated in life as someone formed and determined, but only through my formed and determined consciousness and through this in a formed and determined piece of the whole world, but not in the unformed and undetermined aspects of the world that likewise are given to me"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"How hard is fate! If you take a step toward your soul, you will at first miss the meaning. You will believe that you have sunk into meaninglessness, into eternal disorder. You will be right! Nothing will deliver you from disorder and meaninglessness, since this is the other half of the world"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"But the soul answered, You speak as if you have still learned nothing. Can you not wait? Should everything fall into your lap ripe and finished? You are full, yes, you teem with intentions and desirousness!—Do you still not know that the way to truth stands open only to those without intentions?"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"That was the primal stuff that compelled me to work on it, and my work is a more or less successful attempt to incorporate this incandescent matter into the worldview of my time. The first imaginings and dreams were like fiery, molten basalt, from which the stone crystallized, upon which I could"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"If pleasure lacked forming, pleasure would dissolve in manifoldness and become splintered and powerless through unending division, lost to the unending. If a form does not contain and compress pleasure within itself, it cannot reach the higher, since it always flows like water from above to below"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"But man is domineering in his thinking, and therefore he kills the pleasure of the forest and that of the wild animals. Man is violent in his desire, and he himself becomes a forest and a forest animal. Just as I have freedom in the world, I also have freedom in my thoughts. Freedom is conditional"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"He differentiated between two situations in which the collective unconscious became active. In the first, it became activated through a crisis in an individuals life and the collapse of hopes and expectations. In the second, it became activated at times of great social, political, and religious upheaval"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"I have had to recognize that I must submit to what I fear; yes, even more, that I must even love what horrifies me. We must learn such from that saint who was disgusted by the plague infections; she drank the pus of plague boils and became aware that it smelled like roses. The acts of the saint were not in"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"I: By God, I love you—but—unfortunately I am already married. She: So—you see: even banal reality is a redeemer. I thank you, dear friend, and I bring you greetings from Salome. With these words her shape dissolves into darkness. Dim moonlight penetrates the room. Where she stood something shadowy lies—it is"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"My power is paralyzed, but I survive in my son. I set aside my concern that he may master the people. I am solitary, the people rejoice at him. I was powerful, now I am powerless. I was strong, now I am weak. Since then he has taken all the strength into himself. Everything has turned itself upside down for me"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"If the hero in you is slain, then the sun of the depths rises in you, glowing from afar, and from a dreadful place. But all the same, everything that up till now seemed to be dead in you will come to life, and will change into poisonous serpents that will cover the sun, and you will fall into night and confusion"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"The dark space is the space of forethinking. It is dark, so he who lives there requires vision.175 This space is limited, so forethinking does not lead into the extended distance, but into the depth of the past and the future. The crystal is the formed thought that reflects what is to come in what has gone before"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"E: Will you therefore confuse yourself with a tree or animal, because you look at them and because you exist with them in one and the same world? Must you be your thoughts, because you are in the world of your thoughts? But your thoughts are just as much outside your self as trees and animals are outside your body"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"Filled with human pride and blinded by the presumptuous spirit of the times, I long sought to hold that other spirit away from me. But I did not consider that the spirit of the depths from time immemorial and for all the future possesses a greater power than the spirit of this time, who changes with the generations"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"God on his throne unleashing an almighty turd on the cathedral, shattering its new roof and smashing the cathedral. With this, Jung felt a sense of bliss and relief such as he had never experienced before. He felt that it was an experience of the direct living God, who stands omnipotent and free above the Bible and"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"Oh that Siegfried, blond and blue-eyed, the German hero, had to fall by my hand, the most loyal and courageous! He had everything in himself that I treasured as the greater and more beautiful; he was my power, my boldness, my pride. I would have gone under in the same battle, and so only assassination was left to me"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"A thinker should fear Salome, since she wants his head, especially if he is a holy man. A thinker cannot be a holy person, otherwise he loses his head. It does not help to hide oneself in thought. There the solidification overtakes you. You must turn back to motherly forethought to obtain renewal. But forethought leads to Salome"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"Did you not see that when your creative force turned to the world, how the dead things moved under it and through it, how they grew and prospered, and how your thoughts flowed in rich rivers? If your creative force now turns to the place of the soul, you will see how your soul becomes green and how its field bears wonderful fruit"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"my heart twists in pain from the wound, whose darkness delivers speeches full of mockery: You are lying to yourself! You spoke so as to deceive others and make them believe in you. You want to be a prophet and chase after your ambition. The wound still bleeds, and I am far from being able to pretend that I do not hear the mockery"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"Only the self enters in there, or the man who has completely become his self, he who is neither in events, nor in men, nor in his thoughts. Through the turning of my desire from things and men, I turned my self away from things and men, but that is precisely how I became the secure prey of my thoughts, yes, I wholly became my thoughts"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"So in the most natural way, I took it upon myself to get to know my myth, and I regarded this as the task of tasks—for—so I told myself—how could I, when treating my patients, make due allowance for the personal factor, for my personal equation, which is yet so necessary for a knowledge of the other person, if I was unconscious of it?"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"The task of individuation lay in establishing a dialogue with the fantasy figures—or contents of the collective unconscious—and integrating them into consciousness, hence recovering the value of the mythopoeic imagination which had been lost to the modern age, and thereby reconciling the spirit of the time with the spirit of the depth"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"Elijah said: You should recognize her through her love! Not only do you venerate the object, but the object also sanctifies you. Salome loved the prophet, and this sanctified her. The prophet loved God, and this sanctified him. But Salome did not love God, and this profaned her. But the prophet did not love Salome, and this profaned him"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),The hero wants to open up everything he can. But the nameless spirit of the depths evokes everything that man cannot. Incapacity prevents further ascent. Greater height requires greater virtue. We do not possess it. We must first create it by learning to live with our incapacity. We must give it life. For how else shall it develop into ability?
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"The spirit of this time considers itself extremely clever, like every such spirit of the time. But wisdom is simpleminded, not just simple. Because of this, the clever person mocks wisdom, since mockery is his weapon. He uses the pointed, poisonous weapon, because he is struck by naive wisdom. If he were not struck, he would not need the weapon"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"Disorder and meaninglessness are the mother of order and meaning. Order and meaning are things that have become and are no longer becoming. You open the gates of the soul to let the dark flood of chaos flow into your order and meaning. If you marry the ordered to the chaos you produce the divine child, the supreme meaning beyond meaning and meaninglessness"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"namely that the old man has hidden his beautiful daughter here—a vulgar idea for a novel—an insipid, worn-out theme—but the romantic can be felt in every limb—a real novelistic idea—a castle in a forest—solitary night—an old man petrified in his books, protecting a costly treasure and enviously hiding it from all the world—what ridiculous thoughts come to me!"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"I see in splendor the mother of God with the child. Peter stands in front of her in admiration—then Peter alone with the key—the Pope with a triple crown—a Buddha sitting rigidly in a circle of fire—a many-armed bloody Goddess186—it is Salome desperately wringing her hands187—it takes hold of me, she is my own soul, and now I see Elijah in the image of the stone"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"And the parched ground shall become a pool, and the thirsty land springs of water: in the habitation of dragons, where each lay, shall be grass with reeds and rushes. And an highway shall be there, and a way, and it shall be called The way of holiness; the unclean shall not pass over it; but it shall be for those: the wayfaring men, though fools, shall not err therein"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"You are Christians and run after heroes, and wait for redeemers who should take the agony on themselves for you, and totally spare you Golgotha. With that you232 pile up a mountain of Calvary over all Europe. If you succeed in making a terrible evil out of this war and throw innumerable victims into this abyss, this is good, since it makes each of you ready to sacrifice himself"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"With fear and trembling, looking around yourselves with mistrust, go thus into the depths, but do not do this alone; two or more is greater security since the depths are full of murder. Also secure yourselves the way of retreat. Go cautiously as if you were cowards, so that you pre-empt the soul murderers.138 The depths would like to devour you whole and choke you in mud. He who journeys"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"You should mock yourself and rise above this. If you have still not learned this from the old holy books, then go there, drink the blood and eat the flesh of him who was mocked61 and tormented for the sake of our sins, so that you totally become his nature, deny his being-apart-from-you; you should be he himself, not Christians but Christ, otherwise you will be of no use to the coming God"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"You overthrew the mighty Gods who mean the most to us. My soul, where are you? Have I entrusted myself to a stupid animal, do I stagger like a drunkard to the grave, do I stammer stupidities like a lunatic? Is this your way, my soul? The blood boils in me and I would strangle you if I could seize you. You weave the thickest darknesses and I am like a madman caught in your net. But I yearn, teach me"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"If forethinking and pleasure unite in me, a third arises from them, the divine son, who is the supreme meaning, the symbol, the passing over into a new creation. I do not myself become the supreme meaning192 or the symbol, but the symbol becomes in me such that it has its substance, and I mine. Thus I stand like Peter in worship before the miracle of the transformation and the becoming real of the God in me"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"Look back at the collapse of empires, of growth and death, of the desert and monasteries, they are the images of what is to come. Everything has been foretold. But who knows how to interpret it? When you say that the place of the soul is not, then it is not. But if you say that it is, then it is. Notice what the ancients said in images: the word is a creative act. The ancients said: in the beginning was the"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"Some love thinking and establish the art of life on it. They practice their thinking and their circumspection, so they lose their pleasure. Therefore they are old and have a sharp face. The others love pleasure, they practice their feeling and living. Thus they forget thinking. Therefore they are young and blind. Those who think base the world on thought, those who feel, on feeling. You find truth and error in both"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"Cleverness conquers the world, but simplemindedness, the soul. So take on the vow of poverty of spirit in order to partake of the soul.79 Against this the scorn of my cleverness rose up.80 Many will laugh at my foolishness. But no one will laugh more than I laughed at myself. So I overcame scorn. But when I had overcome it, I was near to my soul, and she could speak to me, and I was soon to see the desert becoming green"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"The chapters follow a particular format: they begin with the exposition of dramatic visual fantasies. In them Jung encounters a series of figures in various settings and enters into conversation with them. He is confronted with unexpected happenings and shocking statements. He then attempts to understand what had transpired, and to formulate the significance of these events and statements into general psychological conceptions and maxims"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"My deep interior is a volcano, that pushes out the fiery-molten mass of the unformed and the undifferentiated. Thus my interior gives birth to the children of chaos, of the primordial mother. He who enters the crater also becomes chaotic matter, he melts. The formed in him dissolves and binds itself anew with the children of chaos, the powers of darkness, the ruling and the seducing, the compelling and the alluring, the divine and the devilish"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"E: You wanted to come here far too much. I did not deceive you, you deceived yourself. He sees badly who wants to see; you have overreached yourself. I: It is true, I eagerly longed to reach you, to hear more. Salome startled me and led me into bewilderment. I felt dizzy, because what she said seemed to me to be monstrous and like madness. Where is Salome? E: How impetuous you are! What is up with you? Step over to the crystal and prepare yourself in its light"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"Nobody can spare themselves the waiting and most will be unable to bear this torment, but will throw themselves with greed back at men, things, and thoughts, whose slaves they will become from then on. Since then it will have been clearly proved that this man is incapable of enduring beyond things, men, and thoughts, and they will hence become his master and he will become their fool, since he cannot be without them, not until even his soul has become a fruitful field"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"In that night my life was threatened since I had to kill my lord and God, not in single combat, since who among mortals could kill a God in a duel? You can reach your God only as an assassin,120 if you want to overcome him. But this is the bitterest for mortal men: our Gods want to be overcome, since they require renewal. If men kill their princes, they do so because they cannot kill their Gods, and because they do not know that they should kill their Gods in themselves"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"But pleasure immediately attracts everything you desire, and then you must decide whether your pleasure spoils or enhances you. If you are of the devil, you will grope in blind desire after the manifold, and it will lead you astray. But if you remain with yourself, as a man who is himself and not of the devil, then you will remember your humanity. You will not behave toward women per se as a man, but as a human being, that is to say, as if you were of the same sex as her. You will recall your femininity"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),This work of understanding encompasses a number of interlinked threads: an attempt to understand himself and to integrate and develop the various components of his personality; an attempt to understand the structure of the human personality in general; an attempt to understand the relation of the individual to present-day society and to the community of the dead; an attempt to understand the psychological and historical effects of Christianity; and an attempt to grasp the future religious development of the
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"When I saw that the devil is joy, surely I would have wanted to make a pact with him. But you can make no pact with joy, because it immediately disappears. Therefore you cannot capture the devil either. Yes, it belongs to his essence that he cannot be captured. He is stupid if he lets himself be caught, and you gain nothing from having yet one more stupid devil. The devil always seeks to saw off the branch on which you sit. That is useful and protects you from falling asleep and from the vices that go along with it"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"I loved the beauty of the beautiful, the spirit of those rich in spirit, the strength of the strong; I laughed at the stupidity of the stupid, I despised the weakness of the weak, the meanness of the mean, and hated the badness of the bad. But now I must love the beauty of the ugly, the spirit of the foolish, and the strength of the weak. I must admire the stupidity of the clever, must respect the weakness of the strong and the meanness of the generous, and honor the goodness of the bad. Where does that leave mockery, contempt, and hatred?"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"houses. Another carried his head under his arm. Another even stood in the middle of a fire and wasnt burnt. Yes, its really remarkable, the things that people can do. And thats what this fellow calls mental stimulation! But wait—that does seem remarkable: didnt the saints also carry their heads under their arms?36 Didnt Saint Francis and Saint Ignatius levitate—and what about the three men in the fiery furnace?37 Isnt it a blasphemous idea to consider the Acta Sanctorum as historical cinema?38 Oh, todays miracles are simply somewhat less mythical than technical"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"NO. 2 pursued religious reflections in solitude, in a state of communion with nature and the cosmos. He inhabited Gods world. This personality felt most real. Personality NO. 1 wanted to be free of the melancholy and isolation of personality NO. 2. When personality NO. 2 entered, it felt as if a long dead yet perpetually present spirit had entered the room. NO. 2 had no definable character. He was connected to history, particularly with the Middle Ages. For NO. 2, NO. 1, with his failings and ineptitudes, was someone to be put up with. This interplay ran throughout Jungs life"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"The first possibility of making use of them is artistic, if one is in any way gifted in that direction; a second is philosophical speculation; a third is quasi-religious, leading to heresy and the founding of sects; and a fourth way of employing the dynamis of these images is to squander it in every form of licentiousness.174 From this perspective, the psychological utilization of these images would represent a fifth way. For it to succeed, psychology had to distinguish itself clearly from art, philosophy, and religion. This necessity accounts for Jungs rejection of the alternatives"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"Life wants to jump over such barriers and you will fall out with yourself. These barriers are not your real limits, but arbitrary limitations that do unnecessary violence to you. Therefore try to find your real limits. One never knows them in advance, but one sees and understands them only when one reaches them. And this happens to you only if you have balance. Without balance you transgress your limits without noticing what has happened to you. You achieve balance, however, only if you nurture your opposite. But that is hateful to you in your innermost core, because it is not heroic"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"Jung discusses many other themes in the work, including the nature of self-knowledge; the nature of the soul; the relations of thinking and feeling and the psychological types; the relation of inner and outer masculinity and femininity; the uniting of opposites; solitude; the value of scholarship and learning; the status of science; the significance of symbols and how they are to be understood; the meaning of the war; madness, divine madness, and psychiatry; how the Imitation of Christ is to be understood today; the death of God; the historical significance of Nietzsche; and the relation of magic and reason"
12/21/22,The Red Book: A Reader&#39;s Edition (Philemon),"Yet that joy is the devil, or that the devil is joy, has got to worry you. I pondered this for over a week, and I fear that it has not been enough. You dispute the fact that your joy is your devil. But it seems as if there is always something devilish about joy. If your joy is no devil for you, then possibly it is for your neighbors, since joy is the most supreme flowering and greening of life. This knocks you down, and you must grope for a new path, since the light in that joyful fire has completely gone out for you. Or your joy tears your neighbor away and throws him off course, since life is like a great fire that torches everything in its vicinity. But fire is the element of the devil"
12/20/22,The Network State: How To Start a New Country,"A network state is a social network with a moral innovation, a sense of national consciousness, a recognized founder, a capacity for collective action, an in-person level of civility, an integrated cryptocurrency, a consensual government limited by a social smart contract, an archipelago of crowdfunded physical territories, a virtual capital, and an on-chain census that proves a large enough population, income, and real-estate footprint to attain a measure of diplomatic recognition"
12/17/22,Abstract Video: The Moving Image in Contemporary Art,Gary Hill
12/17/22,Abstract Video: The Moving Image in Contemporary Art,Joe Brainard
12/17/22,Abstract Video: The Moving Image in Contemporary Art,Liquid Crystal Palace
12/17/22,Abstract Video: The Moving Image in Contemporary Art,film that engages in repetition without iconography (the first condition of Minimalism) be casually dismissed?
12/17/22,Abstract Video: The Moving Image in Contemporary Art,"Here is Roman Jakobson, founder of Prague Structuralism, sometime collaborator with Lévi-Strauss, and the man who sought to identify as specifically as possible where affect could be located in poetry (especially)"
12/17/22,Walk Through Walls: A Memoir,Teorema
12/17/22,Walk Through Walls: A Memoir,Dream Time
12/17/22,Walk Through Walls: A Memoir,No rehearsal
12/17/22,Walk Through Walls: A Memoir,Taking risks
12/17/22,Walk Through Walls: A Memoir,Mobile energy
12/17/22,Walk Through Walls: A Memoir,No repetition
12/17/22,Walk Through Walls: A Memoir,Direct contact
12/17/22,Walk Through Walls: A Memoir,Local relation
12/17/22,Walk Through Walls: A Memoir,Self-selection
12/17/22,Walk Through Walls: A Memoir,No predicted end
12/17/22,Walk Through Walls: A Memoir,Primary reactions
12/17/22,Walk Through Walls: A Memoir,Exposure to chance
12/17/22,Walk Through Walls: A Memoir,Extended vulnerability
12/17/22,Walk Through Walls: A Memoir,This is not what I fought for
12/17/22,Walk Through Walls: A Memoir,Art is a matter of life and death
12/17/22,Walk Through Walls: A Memoir,so much space in those six floors
12/17/22,Walk Through Walls: A Memoir,I lived under a tyranny of support
12/17/22,Walk Through Walls: A Memoir,"the here and now, and nowhere else"
12/17/22,Walk Through Walls: A Memoir,he had done it all with great style
12/17/22,Walk Through Walls: A Memoir,social sculpture performance lectures
12/17/22,Walk Through Walls: A Memoir,The speech was great—it was so punk.)
12/17/22,Walk Through Walls: A Memoir,I was there for everyone who was there
12/17/22,Walk Through Walls: A Memoir,I only take the ideas from the trash can
12/17/22,Walk Through Walls: A Memoir,"concentration of sleep, dreams and eroticism"
12/17/22,Walk Through Walls: A Memoir,the process was more important than the result
12/17/22,Walk Through Walls: A Memoir,"dark and ironic, but also warm and full of heart"
12/17/22,Walk Through Walls: A Memoir,am the daughter of partisans. I had trained my body
12/17/22,Walk Through Walls: A Memoir,stage your life comically to reach the publics heart
12/17/22,Walk Through Walls: A Memoir,Clearly a spontaneous meeting would have to be arranged
12/17/22,Walk Through Walls: A Memoir,Your purpose is to help humans to transcend pain. I was
12/17/22,Walk Through Walls: A Memoir,Look at how beautiful I am! Denise said. I am a goddess!
12/17/22,Walk Through Walls: A Memoir,creators traveled in paths across the land called songlines
12/17/22,Walk Through Walls: A Memoir,"To me, the work was holy, and the work came before everything else"
12/17/22,Walk Through Walls: A Memoir,"all my jokes, the good and the bad and the terrible, should be told"
12/17/22,Walk Through Walls: A Memoir,"Nobody, not even the mother, noticed that he was not the same child"
12/17/22,Walk Through Walls: A Memoir,Who were they talking about? God? Communism didnt believe in God. But
12/17/22,Walk Through Walls: A Memoir,Because the trash can is a treasure trove of things theyre afraid to do
12/17/22,Walk Through Walls: A Memoir,My body should actually lie in one of the graves—but nobody was to know which
12/17/22,Walk Through Walls: A Memoir,I began to notice that we could sit around in total silence and have a full conversation
12/17/22,Walk Through Walls: A Memoir,"I was always trying to take care of everyone, and everything was constantly falling apart"
12/17/22,Walk Through Walls: A Memoir,"together, in an informal way but on a regular basis, to talk about art—and to complain about the"
12/17/22,Walk Through Walls: A Memoir,"Moses, Mohammed, Jesus, and Buddha all went to the desert as nobodies and came back as somebodies"
12/17/22,Walk Through Walls: A Memoir,"Dreamtime, the Aboriginal concept of the Creation, which exists in the past, present, and future all at"
12/17/22,Walk Through Walls: A Memoir,Gurus and swamis lose their powers if they perform their miracles for any other reason than the spiritual
12/17/22,Walk Through Walls: A Memoir,"It was as if electricity was running through my body, and the audience and I had become one. A single organism"
12/17/22,Walk Through Walls: A Memoir,Or—because Ive finally learned to expose what Im most ashamed of—show them to the world in all their kitschy glory
12/17/22,Walk Through Walls: A Memoir,"If youre a good artist, Hegedušić said, you might have one good idea; if youre a genius, you might have two, period"
12/17/22,Walk Through Walls: A Memoir,Im only interested in an art which can change the ideology of society….Art which is only committed to aesthetic values is incomplete
12/17/22,Walk Through Walls: A Memoir,"Then he poured about half a liter of gasoline on it, lit a match, and everything exploded. This is a sunset, he told me. And then he left"
12/17/22,Walk Through Walls: A Memoir,"leave ego behind, to leave masculinity and femininity behind, and meld into a third unity, which to me seemed like the highest form of art"
12/17/22,Walk Through Walls: A Memoir,"But the moment we were quiet and meditative together in a performance, building up energy, something else began to happen, and it wasnt good"
12/17/22,Walk Through Walls: A Memoir,"work. I dont know why, but I felt scared, my heart was palpitating fast, into the minute that it came back to normal. You are an enormous person. God bless you"
12/17/22,Walk Through Walls: A Memoir,"This is a rule of performance: once you enter into this mental-physical construct youve devised, the rules are set, and thats that—youre the last one who can change them"
12/17/22,Walk Through Walls: A Memoir,"I am tired of my migraine attacks, lonely hotel rooms, room service, long-distance telephone calls, bad TV movies. I am tired of always falling in love with the wrong man"
12/17/22,Walk Through Walls: A Memoir,"play the recording every three minutes—every three minutes, though the structure was clearly intact, youd hear the gigantic crashing sound of the whole thing falling down"
12/17/22,Walk Through Walls: A Memoir,"Much later, I met him and asked, Why wouldnt you give me permission? He said, Why did you need permission? Why didnt you just do it? Which made me realize hed completely missed the point"
12/17/22,Walk Through Walls: A Memoir,"This was not a performance piece, this was real life. It was the last thing I was expecting. The slap stung; tears came to my eyes. It was the first and last time he ever hit me in anger; he later apologized"
12/17/22,Walk Through Walls: A Memoir,"Every day they have to sit at the table for several hours and write ideas. They put the ideas they like on the right side of the table; the ones they dont like, they put in the trash. But we dont throw out the trash"
12/17/22,Walk Through Walls: A Memoir,But when will I turn and cut the World? When will I turn and cut the World? But when will I turn and cut the world? When will I turn and cut the World? But when will I turn and cut the World? When will I turn and cut the World?
12/17/22,Walk Through Walls: A Memoir,"What youre doing is not important. What is really important is the state of mind from which you do it. Performance is all about state of mind. So in order to get to the right state of mind, you have to be mentally and physically prepared"
12/17/22,Walk Through Walls: A Memoir,"I kept making the case to him—not nagging him, not criticizing him, but reminding him in the most loving way that there were worlds we could conquer together. Then one day he tapped his fingers down on the table and looked me in the eye. Youre right, he said"
12/17/22,Walk Through Walls: A Memoir,"Hearts were opened to me, and I opened my heart in return, time after time after time. I opened my heart to each one, then closed my eyes—and then there was always another. My physical pain was one thing. But the pain in my heart, the pain of pure love, was far greater"
12/17/22,Walk Through Walls: A Memoir,"The bullshit one is the one I try to keep hidden. This is the poor little Marina who thinks everything she does is wrong, the Marina whos fat, ugly, and unwanted. The one who, when shes sad, consoles herself by watching bad movies, eating whole boxes of chocolates, and putting her head under the pillow to pretend her troubles dont exist"
12/17/22,Walk Through Walls: A Memoir,"That was not enough. He had a city built around the temple. The whole country became this young womans grave. Then the king was just sitting there, because there was nothing left to do. So he said to his servants, Can you just remove the walls, the columns, the roof, take down the temple? Take the jewelry away. And finally there was just the wooden coffin again, and he said, Take this coffin, too"
12/17/22,Walk Through Walls: A Memoir,"This is how I read the story: that to achieve a goal, you have to give everything until you have nothing left. And it will happen by itself. Thats really important. This is my motto for every performance. I give every single gram of energy, and then things either happen or they dont. This is why I dont care about criticism. I only care about criticism when I know I didnt give 100 percent. But if I give everything—and then 10 percent more than everything—it doesnt matter what they say"
12/17/22,Walk Through Walls: A Memoir,"dreams flow into reality. And the moment you step into this other state of mind, you are tapping into a limitless energy, a place where you can do anything you want. Youre no longer little you with all your limitations—poor Marina, the person who cries like a baby when she cuts herself slicing an onion. When this kind of freedom comes, its as if youre connected with a cosmic consciousness. Its the same thing, I would soon find, that seems to happen in every good performance: youre on a larger scale; there are no more limits"
